"7803,""aaah eu quero muito ter um lovezinho, poder chamar alguÈm de """"meu amor"""", uma companhia pra fechar comigo em qualquer situaÁ„o... queria""";b;;
20516,Quem trai tambÈm n„o;n;;
17923,@Ela_Ama_Ela Ligeira vocÍ. VAI FALAR COM ELA EM PFR;b;;
"14605,""@limatss vou tentar ser sucinto nas bobagens do texto";b;;
"1- educaÁ„o tem problemas, obvio ngm nega, mas isso È falta d‚Ä¶ https://t.co/ALWEGW9pF2""";r;;
10755,È horrÌvel ouvir algo que dÛi e saber que È sÛ a vdd;r;;
14407,Vou joga mais um pouco e dormir !!;b;;
"10528,""or worse, expelled""";b;;
1932,Haaaaaaaaaa #IveteAvontade https://t.co/Th2G8S1Ru3;b;;
"7090,""Odeio gnt q n„o faz quest„o de nada, da um des√¢nimo""";r;;
22063,Eu so mto linda ne aiai;b;;
17733,bora assistir esse ep agr pq n„o vou aguentar atÈ amanh„ n„o;b;;
"13285,""eu queria esquecer tudo q eu j· assisti de got, pra poder assistir tudo dnv e sentir a emoÁ„o q eu senti da primeira vez PQP que sÈrie fodaa""";b;;
"8920,""na onde uma pizza √† moda nao vem com bacon e/ou calabresa? so nos dois irm„os, so la""";r;;
13649,#GoTS7 Got numca sera superado;b;;
10424,@Mandah05 Boa noite!;b;;
7494,aaaa https://t.co/PVTj4sFhB3;n;;
4942,@gabiileal_ vcs adquiriram sozinhas;n;;
12383,busy thinking about girls;n;;
12032,MANOOOOOO COMO ASSIM ACABOU ? #GOT7;b;;
23071,n„o consigo dormir de roupa nem no frio de 9 graus;r;;
4452,Nossa vou tirar minha carteira de trabalho tÙ me sinto um lixo adulto;r;;
19785,JORGINHO N√ÉO!  #RuedaNoFlamengo #VemRueda https://t.co/VBs24FxSBT;r;;
11289,Eu sou mt grato por ter conhecido o mota;b;;
"21328,""Eu realmente me encontrei em Deus,ele È top gente""";b;;
21450,o momento de oraÁ„o prÈ culto hoje foi lindo tambÈm!!! Deus tem derramado tanto!!! o melhor È saber que Ele È uma fonte de vida inesgot·vel!;b;;
"18684,""@nairacardoso_ √â engraÁado e amorzinho ao mesmo tempo, amo mt (mas sai do netflix dia 3 de setembro, ent„o corre)""";b;;
21828,Eu tÙ berrando https://t.co/HEmAaWWAD0;b;;
280,Era pra eu ter secado meu cabelo pq eu to meio gripada mas eu ainda to tentando tomar coragem;r;;
7404,VocÍs ainda perguntam se vai ser o melhor ·lbum da carreira? https://t.co/hjuAhkpDdg;b;;
9891,Horrivel dormir de mal jeito e sofrer o dia todo com dor no pescoÁo;r;;
"2685,""@Bettosp_71 Concordo, vc gostaria de ver quem no cargo ?""";n;;
6745,√â foda!!! https://t.co/a9ZilyXDsl;r;;
2614,Vai tomar no cu todo mundo menos meus Ìdolos e minha m„e  #askbelieber;r;;
"16083,""T√¢ntrica, natural e m·gica, o sutil e o corpÛreo, no eterno e transitÛrio instante que se passava""";b;;
1968,d qbradinha? https://t.co/FN5lMSkwMS;r;;
12778,eu era feliz e n sabia;r;;
21974,vou comprar outro logo logo;r;;
22949,L https://t.co/d2TsseUuRS;n;;
22013,se eu te oferecer o mundo È agente ficar junto meu bem;b;;
1530,por mim eu dormiria agora;n;;
20878,@holzmann23 HAUSHSUAHSUAHAUAHAUAHAUAH tomou um solzin nÈ;n;;
8852,minhas unhas da m„o direita s„o curtinhas e as da m„o esquerda grandinhas;n;;
16050,Tr·s a porra da fita pra nois que o nosso bonde n„o È de deixar rastro;r;;
19568,EngraÁado demais quem usa o stories do wpp pra postar indireta pros contatinhos KKKK;r;;
11494,r9 so tem 1 nao tem 2 entendeu;r;;
6032,arya chegou em winterfell #gots7 https://t.co/FkxqrjkXGI;b;;
6241,#IveteAvontade essa mulher È PICA;b;;
17482,Quero ver esse ep de GOT logo;b;;
8284,Ah se essas paredes n„o falassem;b;;
1341,https://t.co/bgEjqL7Cp1;n;;
14054,@maduzen_ KKKKKKKKKKKK;b;;
20049,acho que preciso de outras fÈrias;b;;
4510,ai meu deus como eu queria ter mais tempo aquele dia;r;;
9477,‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§‚ù§;n;;
424,n„o existe wpp mais parado q o meu;r;;
153,Acabei de fazer minha unha agora tenho q terminar aquele trabalho;n;;
10793,A dor È t„o intensa que se eu pudesse eu morreria sÛ pra sÛ sentir.;r;;
9267,amanh„ meu cabel„o vai estar oleos„o mas ok;b;;
21773,@FreshPrincessB @anadelonge @londoneyedgirl @palomareis que hombre;b;;
"6275,""Passasse o DÛria nessa caverna, j· estaria tudo cinza #GoT""";r;;
6414,Vou f1 e capotar ! https://t.co/YzSJphjXD9;n;;
23086,eu AMO ser EU;b;;
17841,Hahahaha https://t.co/SgNFWQQcPE;b;;
20127,@FreeMahrez AAAAAAAAAAAAAAAAAAAAAAKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK;b;;
15598,mas quem È esse aqui n„o conhecemos https://t.co/WSVaHVdEc7;n;;
"19735,""69 - VocÍ È sensacional, smp te falo isso,  garota incrivel, engraÁada,  louca dms, ta cmg em todas as hora, tenho mta sorte de ter vc, amo""";b;;
5328,CÍs tem noÁ„o que a chance de ter Jonerys no ˙ltimo episÛdio t· cada vez maior? MEU DEUS QUE MORTE LENTA;b;;
22446,eu e quem https://t.co/XnjipTBpYy;n;;
"3106,""ComeÁou GoT e eu tÙ vazando da TL, forte abraÁo""";b;;
7958,Black Mirror eh mt tenso;b;;
2622,@vicinarai Olha... Eu to querendo uma vaga em qualquer facul p˙blica;n;;
14699,Tudo doido;r;;
"1482,""AÌ pqp, tenho uns 10 livros pra comprar e meu nÌver t· longe""";r;;
9436,Eu tive um sonho onde todos nascem livres...;b;;
4840,Mengo poderia contratar Reinaldo Rueda;b;;
17177,@umacacta ali·s aproveitando o assunto vocÍ sabe algum tonalizante vermelho que seja topperson? pq eu n„o acho nenhum bom aqui;n;;
4824,reconciliaÁ„o com a pessoa que vocÍ ama È a melhor coisa do mundo ‚ù§Ô∏è;b;;
"8935,""Bronn, t amodeio""";b;;
18448,https://t.co/BpCyOV04un https://t.co/tgJdjIyAjT;n;;
9346,#RuedaNoFlamengo https://t.co/zDYZxGo50c;b;;
341,@isazanattaa KKKKKKKK;b;;
"909,""SÛ ele pode salvar o """"Meng„o da Massa"""". https://t.co/uI3B3wmnX7""";b;;
17997,Episiodi„o d· Porra https://t.co/oKmc5flXCR;b;;
6057,Muito Stark juntos e felizes me fazem ficar muito desconfiada. Parece que um deles vai cair morto a qualquer momento.  #GameOfThrones;b;;
21333,Tudo j· se calculou no momento que eu vi a porta certa fechar e a errada se abrir ..;n;;
"20334,""@tintilo nao, eu deletei. deixei so uma, pq""";n;;
"19662,""O ep acabou e eu acabei de lembrar """"COITADA DA MEERA"""" Bran is heart is frozen! Vem c· miga, me d· uma abraÁo!""";b;;
10352,Pela primeira vez eu assisti Lord Of The Rings kkkkkjjj;b;;
16709,EU N√ÉO AGUENTO MAIS https://t.co/RCMl0y0qVB;r;;
"10533,""Jamie e Bron √± morrem nunca";b;;
"#got #gameofthrones""";b;;
"21356,""-miga, foi top?";b;;
"-foi topster""";b;;
17920,Fica com papai do cÈu pq cmg n„o vai rolar KKKKKKKKKKKKKKKKKKK;r;;
"20097,""Bolinho caipira È tudo de bom, meu Deus. ‚ô•Ô∏è""";r;;
11907,Bixo... essa volta de campos do Jord„o È do castilho! pqp...;r;;
"10086,""@wiiliansVenanc1 Escaparam porque o Simon meteu a m„o no Palmeiras, nÈ? Dessa parte eu n„o me esqueÁo... rsrs""";r;;
11581,VAI SE FUDER HBOOOOOOOOOOOOOOOO;r;;
17150,todos desacreditando que deu certo KKKKKKKK finalemente tÙ desencalhando amÈm;b;;
12849,Aquela visita inesperada de pleno domingo √† noite ‚ù§Ô∏è https://t.co/XcANyDoo6A;r;;
16596,@Tutuzin11 Ta tirando;r;;
18062,@becca_siss tem como vossa senhoria me dizer quem È;n;;
162,Eu n„o consigo disfarÁar quando estou cansada gente meus olhos ficam min˙sculo eu fico muito p·lida;n;;
8908,@Htfishh assim quando eu achar eu dou pra vc ta pq ate agora nao encontrei nadinha;n;;
23263,Foufa;b;;
2648,@wilkrainbow BRISOLA DO C√âU EU E VX https://t.co/TyMKSFbGIS;r;;
18011,Beeeeeerro #IveteAvontade  Two minutes https://t.co/1b5IFkHeJP;b;;
"8874,""You're just everything to me! I'm very proud to be your fan @dinahjane97 Follow me and fulfill my dream, I beg you please. x161""";b;;
17093,@JeAfons0 amig... https://t.co/CocGwg9gnV;b;;
5125,ouvir @tiagoiorc È a melhor vibe;b;;
7182,Tem gente aÌ que eu jurei que nunca ia esquece hj eu olha e penso olha esta fdp pisou em mim demais velho nunca mas vou ser bobo assim;r;;
4882,KKKKKKKKKKKKKKKKKKKKK socorro;b;;
15863,eu nunca fiz quest„o de existir;r;;
"10204,""Quem È Picasso perto do Bangtan Sonyeondan";b;;
" https://t.co/RAGvdExdU6""";n;;
10865,Mas sÛ nos meus sonhos;b;;
625,Mais um dia no MC;b;;
18543,A ˙nica coisa q me motiva a continuar aqui È a esperanÁa de um dia poder ver BTS pessoalmente;r;;
"6469,""È que vaso ruim n„o quebra, sangue ruim n„o coagula""";n;;
22895,eu sempre sou um amor com meus amigos mesmo ‚ù§ https://t.co/r3HPH87oSc;b;;
12890,eu vivo na esperanÁa que um dia ele voltaraaaaaa;n;;
345,Slccc;b;;
"2605,""#DominGOT bora ver!";b;;
"#GameOfThrones #GameOfThones7""";b;;
5996,o jon tava sorrindo?;b;;
10060,Obrigada Deus https://t.co/j3QrQb8msq;r;;
13167,Nao quero aula amanh„;n;;
10474,nem fiz a brincadeira kkk;n;;
17168,Pq q o Bran n„o tah contando tudo q sabe?;n;;
20179,vim pra estragar tua festa;r;;
11194,ta horrÌvel quero vÍ ele aguenta atÈ o ano que vem isso https://t.co/mmLOBaOQUu;r;;
12497,@brubslola ok ent„o a minha opini„o n„o conta e rosa???;n;;
3290,:/;b;;
4802,@giossauro @blinkerino genÈtica boa;b;;
"18022,""@JuliaLima97 @Brangtanzil @Hangulptbr @ArmyDiario @BangtanMozao @LoveYouJoonie Queria dizer que n„o, porem rodei os‚Ä¶ https://t.co/3yyoPWA9cs""";b;;
16381,socorro ke https://t.co/aRYdKhk9xQ;n;;
"7725,""ARYA TA DE OLHO NO LITTLE FINGER, MENINA ESPERTA ";b;;
"#GoTS7""";b;;
8161,ForÁa povo da Venezuela!! https://t.co/6vpSDj6MZh;b;;
4889,tri molhado kkkkkkkkkkkkkkkkkk;b;;
21778,T· triste? Justa seus amigos e vai rir. Ficar estimulando dor e tristeza sÛ piora!;n;;
20923,por que nesquik È t„o bom;b;;
22561,Fiquei brava Agora mdss do cÈu;r;;
8800,PREPARADOS PARA A CENA QUE VAI VIR AGORA??? DRACARYS NELESSS #GotS7 #GameOfThrones;b;;
11903,Hj logo ensinei ele a arrotar;n;;
"7822,""Eu te amo, Arya Stark. EU TE AMO!!!!!""";b;;
8000,Essa menina consegue roubar minha brisa toda kk;b;;
10839,aquela super preguiÁa viu;b;;
19544,Minha m„e t· rachando com a pegadinha do Silvio santos kkkkkkkkkkkkkk;b;;
17673,RT aqui quem t· ansioso pra fotinha comemorando os trÍs M VIVIAN RUMO TR⁄S MILH√ïES;b;;
3119,Ou vou abrir o port„o e vejo que ela esta deitada da passagem;b;;
15315,Pessoas decididas &gt;n;;
13850,Nem todo È o que mostra ou diz ser...;n;;
11863,CARALHO QUE EPISODIO FOI ESSE EU TO TREMENDO DESESPERADA;b;;
4306,Me retirando pra n„o ter spoilers de GOT;b;;
17595,Q fome;n;;
8947,kkkkkkkkkkkk tava demorando;b;;
"4499,""Meu, eu peguei um ranÁo desse cara, nem parece que tem a idade que tem""";n;;
"4867,""sorriso do yhan È lindo, sÛ queria deixar registrado""";b;;
5275,arya bran e sansa juntos eu amo os meus filhos;b;;
"20053,""ex do meu namorado È um ser d outro mundo, mal amada""";r;;
"13154,""Se juntarem todos homofÛbicos da terra, e explodirem eles.... Seria meu sonho?""";r;;
10377,@ramielliviana :(;r;;
16126,cuzona* https://t.co/4TmlR6WEA7;r;;
17807,Eu confio desconfiando porque aprendi que as pessoas mentem mais do que falam a verdade.;r;;
"9731,""Ela mora no meu coraÁ„o, na minha alma, na minha cabeÁa, ela mora na minha vida""";b;;
7637,Eu gostaria de recomeÁar aquilo tudo que eu te falei antes de viajar e me perder um pouco mais a cada dia que eu passei por l·..;b;;
4805,EU ESPERAVA MAIS EMO√á√ÉO DESSE REENCONTRO to CHATEADA #GotS7 #GameOfThrones;r;;
"9557,""""""vou por Pink Floyd"""" https://t.co/ku6HfY9P3W""";b;;
20517,ao vivo: vai tomar no xambrieli @ghabrielia;r;;
12024,Amanh„ eu vou ver se o luan sabe cozinhar msm KKK;n;;
"13617,""Quanta falsidade quanta hipocrisia rola , minha cota j· deu pra amizades falsas , agora valorizo quem me valoriza, e quem fecha com ou sem $""";r;;
7903,@DailyEmillyA @SOPHIABER Vamos no IG curtir e enalteder ela ficou uma deusa.Corram la.;b;;
9310,slc vamo fazer mo festona pro biel;b;;
"18110,""Guarda tua felicidade. N„o corra por aÌ espalhando a novidade. Fique quietinho, sorria em silÍncio. Felicidade sem platÈia dura mais.""";n;;
18284,SÛ falta meu joelho comeÁar a doer a essa hora;r;;
11326,O JAMIE MORREUUUUU?????????;b;;
15383,ZÈ Ricardo caiu mesmo rapaz...;n;;
5950,Nao aguento jon e dany juntos PQP;n;;
6992,@mochiyoongie DEU PRA OUVIR DAQUI;b;;
22749,EU E QUEM https://t.co/e5KnjAFa9l;n;;
"17364,""Todo mundo falando da cena final e tal, mas tenho que mencionar o reencontro dos Starks, que coisa linda  #GamesOfThrones #GotS7""";b;;
"5008,""@NathalyFernaand @brendaliveira Voce È especial p mim, nunca se esqueÁa disso.""";b;;
1798,NAO DEU TEMPO PRA ELES SE PEGAREM EU ACORDEI ANTES EU MEODEIO;r;;
498,Na vida eu sou a saud·vel que toma ·gua no role https://t.co/yuGVGFoQDO;b;;
3815,Tem gente que tem o dom de sair bonito em foto 3X4;n;;
"1048,""essas minas magras q ficam postando foto e colocando de legenda """"gorda mesmo haha"""" me irritam num nÌvel que meudeus...""";r;;
6066,jon desenhou tudo isso aÌ agora;n;;
17248,EU TO PASSANDO MAAAAAAL QUE HOMEM https://t.co/tGX6b7nodL;n;;
"4004,""Oi gente, tÙ de fÈrias \o/""";b;;
11178,esse fini com recheio ·cido È uma bomba pura;b;;
"3413,""@1estrelar È mt ruim, sorry""";r;;
12115,Eu sobre fazer 18 essa semana::::: https://t.co/uipQIK0eqW;b;;
12007,maravilhosa ela zabela;b;;
23290,@beufrasio_ ???;n;;
8698,m„e do huguinho mandou umas mensagens que ate deixou meu coraÁ„o na paz;b;;
"22808,""tomara que ninguÈm judie de cavalos nessas gravaÁıes, tenho mta dÛ de cavalos :(""";b;;
"15251,""Vi GoT e nem sabia da boa da noite sobre o ZÈ.";b;;
"Deus existe!""";b;;
22645,Marianna tira ums print do alem;b;;
"12146,""@Cecilia_stanci ahhhh tendi, que bommm‚ù§Ô∏è(e quebra ela)""";n;;
"1920,""Read this...more than an article its an inspiring story...""""Agriculture no longer just a man's world"""" #WomeninAg...T‚Ä¶ https://t.co/LaZOKXDn9h""";b;;
"21091,""@vii_cchaves Af que lixo, tomara que consertem logo""";r;;
"6508,""'"""" vocÍ vai mete o louco com seus gados n„o cmg """"'";n;;
;;;
"BY: Natalia""";n;;
12409,SÛ qria dizer q a m„e da Laura È TOP DMAIS ‚ù§Ô∏è;b;;
14278,queria meu amor aqui agora;b;;
"865,""As vezes eu me deparo com minhas amizades e penso: cada idÈia errada, ignorancia, patada, falta de conex„o... da atÈ vontade de ser sozinho""";r;;
2498,#gots7;b;;
